IdCliente;Edad;Rango estareo;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Credito Hipotecario;Tiene Credito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
23882;50;45 a 54;Obrero;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
23883;57;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;1294000;Si;No;Emailing;0;No
23884;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2496000;No;No;Emailing;0;No
23885;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1313000;No;No;Emailing;0;No
23886;57;55 a 64;Técnico;Casado;Técnico Profesional;No;403000;Si;Si;Emailing;0;No
23887;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;6091000;No;No;Emailing;0;No
23888;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;250000;No;No;Emailing;0;No
23889;54;45 a 54;Trabajador Dependiente;Casado;Enseñanza Básica;No;175000;No;No;Emailing;0;No
23890;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;505000;Si;Si;Emailing;0;No
23891;54;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;2641000;No;No;Emailing;0;No
23892;53;45 a 54;Trabajador Dependiente;Casado;Universitario;No;246000;No;No;Emailing;0;No
23893;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;5092000;Si;No;Emailing;0;No
23894;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;702000;No;No;Emailing;0;No
23895;50;45 a 54;Obrero;Casado;Enseñanza Básica;Si;-522000;Si;Si;Celular;0;No
23896;57;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;439000;No;No;Emailing;0;No
23897;57;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;439000;No;No;Emailing;0;No
23898;48;45 a 54;Obrero;Casado;Enseñanza Media;Si;-272000;No;Si;Celular;0;No
23899;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1262000;No;No;Emailing;0;No
23900;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1116000;Si;Si;Emailing;0;No
23901;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;93000;Si;Si;Emailing;0;No
23902;55;55 a 64;Gerente;Casado;Universitario;No;7124000;No;No;Emailing;0;No
23903;58;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;746000;No;No;Emailing;0;No
23904;58;55 a 64;Gerente;Casado;Universitario;No;2978000;No;Si;Emailing;0;No
23905;50;45 a 54;Técnico;Casado;Técnico Profesional;No;0;Si;No;Emailing;0;No
23906;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;15477000;No;No;Emailing;0;No
23907;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1604000;No;No;Emailing;0;No
23908;56;55 a 64;Gerente;Casado;Técnico Profesional;No;933000;No;No;Emailing;0;No
23909;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1005000;No;No;Emailing;0;No
23910;56;55 a 64;Técnico;Divorciado;Técnico Profesional;No;348000;No;No;Emailing;0;No
23911;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Emailing;0;No
23912;53;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;9669000;No;No;Emailing;0;No
23913;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3419000;Si;No;Emailing;0;No
23914;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2885000;Si;No;Emailing;0;Si
23915;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;293000;No;No;Emailing;0;No
23916;52;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;155000;Si;No;Emailing;0;No
23917;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;1113000;No;No;Emailing;0;No
23918;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;258000;No;Si;Emailing;0;No
23919;58;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;530000;No;No;Emailing;0;No
23920;53;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;1686000;Si;No;Emailing;0;No
23921;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;435000;No;No;Emailing;0;No
23922;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;3054000;No;No;Emailing;0;No
23923;50;45 a 54;Técnico;Soltero;Técnico Profesional;No;207000;No;No;Emailing;0;No
23924;53;45 a 54;Obrero;Soltero;Enseñanza Media;No;48000;No;No;Celular;0;No
23925;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1403000;No;No;Emailing;0;No
23926;51;45 a 54;Trabajador Independiente;Divorciado;Enseñanza Media;No;2674000;Si;No;Emailing;0;No
23927;52;45 a 54;Gerente;Casado;Técnico Profesional;No;3053000;No;No;Emailing;0;No
23928;55;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;338000;No;No;Emailing;0;No
23929;58;55 a 64;Trabajador Dependiente;Soltero;Técnico Profesional;No;62000;No;No;Emailing;0;No
23930;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;2322000;No;No;Emailing;0;No
23931;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;634000;No;No;Emailing;0;No
23932;53;45 a 54;Trabajador Independiente;Casado;Enseñanza Media;No;138000;No;No;Emailing;0;No
23933;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;253000;Si;No;Emailing;0;No
23934;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;1121000;No;No;Emailing;0;No
23935;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;393000;No;No;Emailing;0;No
23936;51;45 a 54;Trabajador Independiente;Casado;Enseñanza Media;No;29125000;No;No;Emailing;0;No
23937;42;30 a 45;Trabajador Dependiente;Casado;Universitario;Si;-1007000;Si;Si;Emailing;0;No
23938;54;45 a 54;Técnico;Casado;Técnico Profesional;No;499000;No;No;Emailing;0;No
23939;58;55 a 64;Empresario;Soltero;Universitario;No;638000;Si;No;Emailing;0;No
23940;46;45 a 54;Técnico;Soltero;Técnico Profesional;No;-256000;Si;No;Emailing;0;No
23941;49;45 a 54;Obrero;Casado;Enseñanza Media;Si;-388000;Si;No;Celular;0;No
23942;50;45 a 54;Obrero;Casado;Enseñanza Media;No;171000;Si;No;Celular;0;No
23943;50;45 a 54;Técnico;Casado;Técnico Profesional;Si;9000;Si;No;Emailing;0;No
23944;54;45 a 54;Obrero;Casado;Enseñanza Media;No;49000;Si;No;Celular;0;No
23945;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;362000;Si;No;Emailing;0;No
23946;55;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;5873000;No;No;Emailing;0;No
23947;50;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Emailing;0;No
23948;50;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;495000;Si;No;Emailing;0;No
23949;50;45 a 54;Técnico;Casado;Técnico Profesional;No;90000;Si;Si;Emailing;0;No
23950;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;668000;No;No;Emailing;0;No
23951;47;45 a 54;Obrero;Casado;Enseñanza Media;No;-210000;Si;No;Celular;0;No
23952;50;45 a 54;Obrero;Soltero;Enseñanza Básica;No;162000;Si;No;Celular;0;No
23953;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;221000;Si;No;Emailing;0;No
23954;57;55 a 64;Empresario;Casado;Universitario;No;898000;Si;No;Emailing;0;No
23955;58;55 a 64;Gerente;Casado;Técnico Profesional;No;1349000;Si;No;Emailing;0;No
23956;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;581000;Si;No;Emailing;0;No
23957;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;384000;Si;No;Emailing;0;No
23958;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;573000;Si;No;Emailing;0;No
23959;54;45 a 54;Gerente;Casado;Técnico Profesional;No;1759000;Si;No;Emailing;0;No
23960;50;45 a 54;Obrero;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
23961;53;45 a 54;Obrero;Soltero;Enseñanza Media;No;57000;Si;No;Celular;0;No
23962;54;45 a 54;Trabajador Dependiente;Casado;Enseñanza Básica;No;1147000;Si;Si;Emailing;0;No
23963;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;468000;Si;No;Emailing;0;No
23964;55;55 a 64;Técnico;Casado;Técnico Profesional;No;32000;Si;No;Emailing;0;No
23965;56;55 a 64;Empresario;Casado;Enseñanza Media;No;2139000;Si;No;Emailing;0;No
23966;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;155000;Si;No;Emailing;0;No
23967;51;45 a 54;Técnico;Casado;Técnico Profesional;No;253000;Si;No;Emailing;0;No
23968;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;570000;Si;No;Emailing;0;No
23969;47;45 a 54;Obrero;Casado;Enseñanza Media;Si;-390000;Si;No;Celular;0;No
23970;50;45 a 54;Trabajador Dependiente;Casado;Enseñanza Media;No;0;No;No;Emailing;0;No
23971;52;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1685000;Si;No;Emailing;0;No
23972;50;45 a 54;Empresario;Soltero;Universitario;No;243000;No;Si;Emailing;0;No
23973;51;45 a 54;Gerente;Soltero;Universitario;No;424000;Si;No;Emailing;0;No
23974;55;55 a 64;Técnico;Casado;Técnico Profesional;No;284000;Si;No;Emailing;0;No
23975;51;45 a 54;Trabajador Dependiente;Casado;Enseñanza Media;No;1000;No;No;Emailing;0;No
23976;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;757000;Si;No;Emailing;0;No
23977;52;45 a 54;Obrero;Casado;Enseñanza Media;No;20000;Si;No;Celular;0;No
23978;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;393000;No;No;Emailing;0;No
23979;51;45 a 54;Trabajador Dependiente;Casado;Enseñanza Media;No;46000;Si;Si;Emailing;0;No
23980;55;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;86000;Si;No;Emailing;0;No
23981;52;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;308000;Si;No;Emailing;0;No
23982;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;4325000;Si;No;Emailing;0;No
23983;50;45 a 54;Técnico;Soltero;Técnico Profesional;No;9000;Si;No;Emailing;0;No
23984;54;45 a 54;Gerente;Casado;Universitario;No;517000;Si;No;Emailing;0;No
23985;53;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;444000;No;No;Celular;6;No
23986;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;465000;Si;No;Celular;3;Si
23987;54;45 a 54;Gerente;Casado;Técnico Profesional;No;76000;No;No;Celular;0;No
23988;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;13849000;Si;No;Celular;5;No
23989;58;55 a 64;Técnico;Casado;Técnico Profesional;No;206000;No;No;Celular;0;No
23990;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2580000;Si;No;Celular;3;Si
23991;53;45 a 54;Trabajador Dependiente;Casado;Universitario;No;3234000;No;No;Celular;2;No
23992;52;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;12926000;Si;No;Celular;1;No
23993;50;45 a 54;Técnico;Soltero;Técnico Profesional;No;0;Si;No;Celular;0;No
23994;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;271000;No;No;Celular;0;No
23995;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2012000;No;No;Celular;0;No
23996;53;45 a 54;Gerente;Divorciado;Universitario;No;714000;Si;No;Celular;0;No
23997;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;6994000;Si;No;Fono Particular;2;No
23998;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;167000;Si;No;Celular;0;No
23999;55;55 a 64;Técnico;Soltero;Técnico Profesional;No;275000;Si;No;Celular;0;No
24000;54;45 a 54;Gerente;Casado;Universitario;No;1066000;Si;No;Celular;1;No
24001;56;55 a 64;Obrero;Casado;Enseñanza Media;No;105000;Si;No;Celular;2;No
24002;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;968000;Si;No;Celular;0;No
24003;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1997000;Si;No;Celular;0;No
24004;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1280000;Si;No;Celular;0;No
24005;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;751000;Si;No;Celular;0;No
24006;57;55 a 64;Gerente;Casado;Universitario;No;3436000;No;No;Celular;0;Si
24007;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1973000;No;No;Celular;0;No
24008;50;45 a 54;Gerente;Casado;Universitario;No;16236000;Si;No;Celular;0;No
24009;50;45 a 54;Obrero;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
24010;51;45 a 54;Técnico;Casado;Técnico Profesional;No;1000;Si;No;Celular;1;No
24011;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;5293000;Si;No;Celular;3;No
24012;55;55 a 64;Gerente;Divorciado;Universitario;No;554000;No;No;Celular;4;No
24013;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;505000;Si;Si;Celular;2;No
24014;50;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;0;Si;Si;Celular;0;No
24015;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Fono Particular;0;No
24016;42;30 a 45;Trabajador Dependiente;Divorciado;Universitario;No;-17000;No;No;Celular;0;No
24017;54;45 a 54;Obrero;Casado;Enseñanza Media;No;67000;No;No;Celular;2;No
24018;51;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;316000;Si;No;Celular;2;No
24019;57;55 a 64;Gerente;Soltero;Universitario;No;574000;Si;No;Celular;0;No
24020;51;45 a 54;Obrero;Soltero;Enseñanza Básica;No;127000;Si;No;Celular;0;No
24021;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;2767000;Si;No;Celular;0;No
24022;51;45 a 54;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;4312000;No;No;Celular;2;No
24023;56;55 a 64;Gerente;Casado;Técnico Profesional;No;1257000;No;No;Celular;0;No
24024;54;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;8554000;Si;No;Celular;4;No
24025;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1063000;Si;No;Celular;2;No
24026;51;45 a 54;Gerente;Soltero;Universitario;No;6742000;No;No;Celular;0;No
24027;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;6706000;No;No;Celular;0;No
24028;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1988000;No;No;Celular;2;Si
24029;51;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;172000;Si;No;Celular;0;No
24030;51;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2422000;Si;No;Celular;0;No
24031;54;45 a 54;Gerente;Soltero;Técnico Profesional;No;715000;Si;No;Celular;3;No
24032;50;45 a 54;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;1;No
24033;51;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Media;No;10000;No;No;Celular;0;No
24034;55;55 a 64;Técnico;Casado;Técnico Profesional;No;275000;Si;No;Celular;1;No
24035;43;30 a 45;Técnico;Casado;Técnico Profesional;Si;-421000;Si;No;Celular;5;No
24036;53;45 a 54;Trabajador Independiente;Casado;Universitario;No;1029000;No;No;Celular;0;No
24037;53;45 a 54;Técnico;Casado;Técnico Profesional;No;300000;No;No;Celular;0;No
24038;58;55 a 64;Técnico;Soltero;Técnico Profesional;No;332000;Si;No;Celular;0;No
24039;51;45 a 54;Técnico;Divorciado;Técnico Profesional;No;82000;No;No;Celular;0;No
24040;50;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
24041;50;45 a 54;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
24042;50;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;1314000;No;No;Celular;0;No
24043;50;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
24044;52;45 a 54;Técnico;Soltero;Técnico Profesional;No;173000;No;No;Celular;0;No
24045;53;45 a 54;Gerente;Casado;Universitario;No;1101000;Si;No;Celular;1;No
24046;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1970000;Si;No;Celular;1;Si
24047;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
24048;53;45 a 54;Trabajador Dependiente;Casado;Enseñanza Básica;No;3918000;No;No;Celular;0;No
24049;58;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;134000;No;No;Celular;0;No
24050;54;45 a 54;Trabajador Independiente;Casado;Universitario;No;526000;No;No;Celular;0;No
24051;55;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;194000;No;No;Celular;0;No
24052;45;45 a 54;Técnico;Casado;Técnico Profesional;No;-104000;No;No;Celular;0;No
24053;50;45 a 54;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
24054;50;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Media;No;0;No;No;Celular;0;No
24055;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
24056;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;173000;No;No;Celular;0;No
24057;55;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;140000;No;No;Celular;0;No
24058;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;730000;Si;No;Celular;8;No
24059;50;45 a 54;Trabajador Independiente;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
24060;54;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;31000;No;No;Celular;0;No
24061;43;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;Si;-349000;Si;No;Celular;5;No
24062;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;220000;Si;No;Celular;0;No
24063;50;45 a 54;Trabajador Dependiente;Casado;Técnico Profesional;No;0;Si;No;Celular;4;No
24064;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;8444000;Si;No;Celular;1;No
24065;50;45 a 54;Obrero;Casado;Enseñanza Media;No;99000;No;No;Fono Particular;0;No
24066;51;45 a 54;Técnico;Soltero;Técnico Profesional;No;28000;Si;Si;Celular;0;No
24067;50;45 a 54;Obrero;Casado;Enseñanza Media;No;0;Si;Si;Celular;1;No
24068;53;45 a 54;Trabajador Dependiente;Casado;Universitario;No;336000;Si;No;Celular;0;No
24069;57;55 a 64;Técnico;Casado;Técnico Profesional;No;511000;Si;No;Celular;4;No
24070;50;45 a 54;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;0;Si;No;Celular;3;No
24071;54;45 a 54;Gerente;Soltero;Universitario;No;7303000;Si;No;Celular;0;No
24072;50;45 a 54;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;0;No
24073;52;45 a 54;Gerente;Soltero;Universitario;No;8669000;Si;No;Fono Particular;6;No
24074;54;45 a 54;Técnico;Casado;Técnico Profesional;No;472000;Si;No;Celular;3;No
24075;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2669000;Si;No;Celular;0;No
24076;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;76000;Si;No;Celular;3;No
24077;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;387000;Si;No;Celular;0;No
24078;57;55 a 64;Técnico;Divorciado;Técnico Profesional;No;304000;Si;No;Celular;0;No
24079;51;45 a 54;Gerente;Casado;Universitario;No;7255000;Si;No;Celular;0;No
24080;58;55 a 64;Gerente;Soltero;Universitario;No;1637000;Si;No;Celular;0;No
24081;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1205000;Si;No;Celular;1;No
24082;46;45 a 54;Empresario;Soltero;Universitario;Si;-274000;Si;Si;Celular;2;No
24083;56;55 a 64;Gerente;Soltero;Universitario;No;2346000;Si;No;Celular;0;No
24084;51;45 a 54;Gerente;Soltero;Universitario;No;16957000;Si;No;Fono Particular;2;No
24085;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2978000;Si;No;Celular;0;No
24086;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;406000;Si;No;Celular;5;No
24087;54;45 a 54;Gerente;Casado;Universitario;No;1354000;Si;No;Celular;0;No
24088;52;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;560000;No;No;Celular;0;No
24089;50;45 a 54;Técnico;Divorciado;Técnico Profesional;No;531000;No;No;Celular;7;No
24090;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;1077000;Si;Si;Celular;0;No
24091;55;55 a 64;Trabajador Dependiente;Soltero;Técnico Profesional;No;1418000;No;No;Celular;0;No
24092;57;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2329000;Si;No;Celular;0;No
24093;43;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;No;-241000;No;No;Celular;0;No
24094;51;45 a 54;Gerente;Divorciado;Universitario;No;1927000;Si;Si;Celular;0;No
24095;44;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;No;-33000;No;No;Celular;0;No
24096;51;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;478000;No;No;Celular;0;No
24097;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;3242000;Si;No;Celular;1;No
24098;58;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;35000;Si;No;Celular;3;No
24099;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;653000;No;No;Fono Particular;0;No
24100;55;55 a 64;Técnico;Casado;Técnico Profesional;No;185000;No;Si;Celular;0;No
24101;55;55 a 64;Técnico;Soltero;Técnico Profesional;No;50000;No;No;Celular;0;No
24102;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;46000;No;No;Celular;0;No
24103;50;45 a 54;Trabajador Independiente;Casado;Universitario;No;0;No;No;Celular;0;No
24104;56;55 a 64;Gerente;Casado;Universitario;No;1617000;Si;No;Celular;0;No
24105;53;45 a 54;Gerente;Casado;Universitario;No;516000;Si;No;Fono Particular;0;No
24106;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;4582000;Si;No;Fono Particular;4;No
24107;52;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;245000;Si;Si;Celular;2;No
24108;51;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;397000;Si;No;Celular;0;No
24109;53;45 a 54;Técnico;Casado;Técnico Profesional;No;183000;Si;No;Celular;2;No
24110;55;55 a 64;Trabajador Independiente;Casado;Universitario;No;2084000;Si;No;Celular;2;No
24111;52;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;614000;Si;No;Celular;1;No
24112;57;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;9610000;Si;No;Celular;0;No
24113;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;281000;Si;No;Celular;2;No
24114;50;45 a 54;Técnico;Divorciado;Técnico Profesional;No;0;Si;No;Celular;0;No
24115;51;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1576000;Si;No;Celular;2;No
24116;55;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1004000;Si;No;Celular;0;No
24117;54;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;904000;Si;No;Celular;1;No
24118;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1933000;Si;No;Celular;0;No
24119;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;290000;Si;No;Celular;0;No
24120;50;45 a 54;Obrero;Casado;Enseñanza Media;No;0;No;No;Celular;0;No
24121;54;45 a 54;Técnico;Soltero;Técnico Profesional;No;103000;Si;No;Celular;3;No
24122;54;45 a 54;Técnico;Casado;Técnico Profesional;No;508000;Si;No;Celular;2;No
24123;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;605000;No;No;Celular;0;No
24124;50;45 a 54;Trabajador Independiente;Divorciado;Técnico Profesional;No;0;Si;No;Celular;0;No
24125;50;45 a 54;Trabajador Dependiente;Casado;Técnico Profesional;No;4644000;Si;No;Fono Particular;0;No
24126;49;45 a 54;Técnico;Casado;Técnico Profesional;No;-1000;No;No;Celular;0;No
24127;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;4359000;No;No;Celular;0;No
24128;53;45 a 54;Gerente;Casado;Universitario;No;1875000;No;No;Celular;0;No
24129;58;55 a 64;Gerente;Casado;Universitario;No;494000;No;No;Celular;2;No
24130;50;45 a 54;Obrero;Casado;Enseñanza Media;No;0;Si;Si;Celular;0;No
24131;54;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2470000;No;No;Fono Particular;0;Si
24132;53;45 a 54;Gerente;Casado;Universitario;No;1101000;Si;No;Fono Particular;0;No
24133;57;55 a 64;Gerente;Casado;Universitario;No;385000;Si;No;Fono Particular;0;Si
24134;51;45 a 54;Gerente;Soltero;Universitario;No;6490000;No;No;Fono Particular;0;No
24135;50;45 a 54;Empresario;Casado;Universitario;No;0;Si;No;Celular;0;No
24136;52;45 a 54;Gerente;Casado;Universitario;No;425000;Si;No;Celular;1;No
24137;56;55 a 64;Gerente;Casado;Universitario;No;3840000;Si;Si;Celular;0;No
24138;57;55 a 64;Trabajador Dependiente;Casado;Universitario;No;223000;No;No;Celular;0;No
24139;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;242000;No;No;Celular;0;No
24140;54;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1012000;Si;Si;Fono Particular;0;No
24141;50;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;0;No
24142;52;45 a 54;Trabajador Dependiente;Casado;Técnico Profesional;No;4583000;Si;No;Celular;0;No
24143;53;45 a 54;Trabajador Dependiente;Casado;Universitario;No;5115000;Si;No;Celular;6;Si
24144;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;807000;No;No;Celular;0;No
24145;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;5643000;Si;No;Celular;1;No
24146;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;2549000;No;No;Celular;0;No
24147;57;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;187000;No;Si;Fono Particular;0;No
24148;58;55 a 64;Trabajador Dependiente;Casado;Universitario;No;755000;Si;No;Celular;0;Si
24149;54;45 a 54;Trabajador Dependiente;Casado;Universitario;No;184000;No;No;Celular;2;No
24150;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;380000;No;No;Celular;0;No
24151;50;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;0;No;No;Celular;0;No
24152;52;45 a 54;Trabajador Dependiente;Casado;Universitario;No;452000;Si;No;Celular;0;No
24153;52;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2198000;No;No;Celular;0;No
24154;52;45 a 54;Gerente;Casado;Universitario;No;569000;Si;No;Celular;1;No
24155;50;45 a 54;Trabajador Dependiente;Casado;Universitario;No;558000;Si;No;Celular;0;No
24156;57;55 a 64;Gerente;Casado;Universitario;No;844000;No;No;Celular;0;No
24157;53;45 a 54;Gerente;Casado;Técnico Profesional;No;3576000;No;No;Celular;0;Si
24158;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2442000;No;No;Celular;3;No
24159;55;55 a 64;Técnico;Soltero;Técnico Profesional;No;311000;Si;No;Celular;0;No
24160;57;55 a 64;Técnico;Soltero;Técnico Profesional;No;25000;Si;No;Celular;0;No
24161;53;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;804000;No;No;Celular;0;Si
24162;50;45 a 54;Técnico;Soltero;Técnico Profesional;No;0;Si;No;Celular;0;No
24163;57;55 a 64;Trabajador Dependiente;Divorciado;Enseñanza Media;No;70000;No;No;Celular;0;No
